@relation 'pop2-weka.filters.unsupervised.attribute.AddID-Cfirst-NID-weka.filters.unsupervised.attribute.Remove-R2,62-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.instance.Resample-S1-Z60.0-no-replacement-weka.filters.unsupervised.attribute.Remove-R1-9,11-14,16,18,20-25,30,32-38,40-41,43-60-weka.filters.unsupervised.attribute.NumericToNominal-R2-4,10'

@attribute num_imgs numeric
@attribute data_channel_is_entertainment {0,1}
@attribute data_channel_is_socmed {0,1}
@attribute data_channel_is_world {0,1}
@attribute kw_min_avg numeric
@attribute kw_max_avg numeric
@attribute kw_avg_avg numeric
@attribute self_reference_min_shares numeric
@attribute self_reference_avg_sharess numeric
@attribute is_weekend {0,1}
@attribute lda_02 numeric
@attribute pop2 {0,1}

@data
1,1,0,0,0,1953.1444,1169.3611,953,953,0,0.050148,1
0,0,0,0,0,11800,5316.564,0,0,0,0.033355,0
1,0,0,1,0,1953.1444,847.42065,0,0,0,0.742722,1
1,0,0,0,0,2154.6001,773.77118,1500,2533.3333,0,0.025219,1
0,1,0,0,726.59998,1953.1444,1261.1089,0,0,0,0.040236,1
13,1,0,0,0,1953.1444,424.34445,5000,5000,0,0.020004,0
1,0,0,0,0,3165.5,955.26447,1000,2100,0,0.020017,0
20,0,0,0,569.16669,3600,2007.8359,545,3151.158,0,0.028572,0
0,0,0,0,0,2082.425,1072.3892,0,0,0,0.020086,1
19,0,0,0,0,2011.3928,1273.22,545,3151.158,0,0.020025,0
1,0,0,0,0,2339.52,1297.4711,19300,19300,0,0.022225,0
19,0,0,0,0,2011.3928,1007.0128,545,3151.158,0,0.02002,0
8,1,0,0,0,5428.5713,1074.6685,990,1045,0,0.022301,1
15,1,0,0,0,1953.1444,580.34442,384,3061.3333,0,0.02008,1
1,0,0,1,0,1953.1444,732.86963,317,1740.5,0,0.884346,0
0,0,0,0,0,11800,3862.6536,0,0,0,0.022245,1
20,0,0,0,0,2239.3333,1431.0602,545,3613.5454,0,0.020011,0
1,0,0,0,0,3600,1525.1165,3100,8800,0,0.100993,0
0,0,0,0,0,5439.1665,2295.1577,940,1970,0,0.025013,0
1,1,0,0,0,2432.1111,1354.1295,0,0,0,0.040004,1
1,0,0,0,593,4978,2060.6284,447,447,0,0.028572,0
1,0,0,0,0,2240.5364,1320.7111,0,0,0,0.033379,0
1,0,0,0,0,2240.5364,1022.6315,0,0,0,0.574294,1
1,0,0,0,0,2240.5364,924.26154,0,0,0,0.170331,0
1,0,0,0,1453.2858,2240.5364,1746.6121,1100,1450,0,0.033627,0
1,0,0,0,0,4612.75,1434.5548,677,1269.25,0,0.028679,0
20,0,0,0,1311.0476,2248.8,1942.7729,545,3151.158,0,0.04,1
19,0,0,0,0,3582.6499,1554.6584,302,2593.04,0,0.020048,0
1,0,0,0,1877.55,4612.75,2618.9707,1400,3233.3333,0,0.02876,0
1,1,0,0,0,2432.1111,1575.5295,1400,1400,0,0.040057,0
0,0,0,0,1239.5909,4612.75,2249.2253,13500,13500,0,0.033475,1
0,0,0,0,0,2240.5364,976.91345,822,822,0,0.025016,0
11,1,0,0,658.66669,7500,2482.0298,67700,67700,0,0.020151,0
0,0,0,0,0,2240.5364,988.27527,958,1339.5,0,0.022237,0
1,0,0,1,0,2240.5364,1059.748,0,0,0,0.885712,0
0,0,0,1,1239.5909,5700,2868.3389,17700,17700,0,0.286403,1
1,0,0,0,0,2240.5364,835.29132,0,0,0,0.025245,1
10,0,0,0,0,3699.6001,1755.0864,3100,3100,0,0.025077,1
10,0,0,0,2240.5364,5439.1665,3540.3154,1800,9000,0,0.050047,1
1,0,0,0,0,2240.5364,1196.0973,0,0,0,0.033334,0
1,0,0,0,0,2692.75,1184.2457,0,0,0,0.022507,1
1,0,0,0,0,2898.9092,1063.1826,0,0,0,0.460635,0
15,0,0,0,0,4978,1899.6923,1000,1500,0,0.028571,0
0,1,0,0,0,3582.6499,1633.3685,1100,1100,0,0.223568,0
0,0,0,0,0,3582.6499,1328.4917,1800,1800,0,0.025032,0
11,1,0,0,0,7500,2332.4736,2000,2716.6667,0,0.022227,0
1,0,0,0,0,2692.75,824.46362,1500,2333.3333,0,0.139694,1
20,0,0,0,0,2796.1428,1811.4253,545,3793.6001,0,0.022227,1
0,0,0,0,0,3582.6499,1274.462,0,0,0,0.028616,0
20,0,0,0,536,2692.75,1761.3739,274,3007.3,0,0.022224,0
1,0,0,0,0,2240.5364,1072.8168,0,0,0,0.040001,0
1,0,0,0,0,2898.9092,1223.2408,0,0,0,0.033337,0
1,0,0,0,0,2240.5364,1085.8268,1200,1700,0,0.040002,0
1,1,0,0,0,7500,2729.9648,7300,7300,0,0.020015,1
1,1,0,0,0,7500,2324.9978,2000,2000,0,0.022363,0
1,0,0,0,0,5439.1665,1898.1234,597,597,0,0.143579,0
1,0,1,0,0,4800,1861.7433,3500,3500,0,0.029876,0
1,0,0,0,0,2240.5364,887.896,1100,1300,0,0.050356,0
1,0,0,0,0,2898.9092,1731.7551,0,0,0,0.033632,1
1,0,0,0,0,2400,1376.6792,0,0,0,0.025005,0
0,0,0,0,1453.2858,5439.1665,3122.9097,0,0,0,0.040114,0
19,0,0,0,0,2796.1428,1579.2786,545,3178.6001,0,0.025028,1
1,0,0,0,0,2240.5364,850.40112,0,0,0,0.025033,1
0,0,0,0,0,3582.6499,2194.1792,0,0,0,0.040028,1
1,0,0,0,0,2240.5364,1496.5779,0,0,0,0.028655,0
0,0,0,0,552,5439.1665,3067.4661,1500,12150,0,0.173831,0
1,0,0,0,0,2240.5364,867.33521,586,586,0,0.03339,1
1,0,0,0,0,2240.5364,1308.9103,0,0,0,0.200553,0
0,0,0,0,0,2400,1568.4041,1200,1200,0,0.02223,0
1,0,0,0,0,2240.5364,1004.0444,1100,2000,0,0.03335,0
1,0,0,0,0,2240.5364,1237.764,0,0,0,0.033352,0
1,0,0,0,0,2271.6365,1268.293,274,2357.125,0,0.140412,0
0,0,0,0,0,4975.1904,2699.6245,9300,9300,0,0.028584,1
1,0,0,1,0,3228.8333,1674.3254,0,0,0,0.839967,0
1,0,0,0,0,2527.25,1350.0187,0,0,0,0.025092,0
1,0,0,0,0,2271.6365,1119.5499,1300,3566.6667,0,0.02888,0
1,0,0,0,0,2194.7104,1578.6594,1700,1700,0,0.035127,0
0,1,0,0,0,5457.1431,2873.2581,2700,2700,0,0.020012,1
1,1,0,0,0,3685.7144,1181.6152,7500,7500,0,0.020002,1
13,0,0,1,0,2492,1115.1434,3600,3600,0,0.657464,1
1,0,1,0,0,3800,2209.9485,4500,10400,0,0.050153,1
1,1,0,0,0,5457.1431,2496.2461,791,1398.5,0,0.020001,0
1,0,0,0,0,2223.6333,1237.3218,2300,2800,0,0.17164,1
1,0,0,0,0,2527.25,1433.0468,2900,2900,0,0.025046,0
18,0,0,0,0,2194.7104,1170.6576,396,396,0,0.025005,1
1,0,0,1,0,3100,1007.1513,832,4922,0,0.469618,0
7,0,0,0,0,3358.1389,1919.2943,4300,4300,0,0.033337,1
1,1,0,0,0,2527.25,1393.3069,0,0,0,0.033341,0
1,0,0,1,0,2194.7104,776.07721,0,0,0,0.757597,0
0,0,0,0,0,4975.1904,2686.4817,0,0,0,0.028588,1
28,0,0,0,0,2695.9167,1551.4211,545,2764.1738,0,0.020002,1
33,0,0,0,0,2695.9167,1572.6653,545,3053.6001,0,0.020002,1
1,0,0,0,0,5150.5,2071.9866,0,0,0,0.028574,0
19,0,0,0,0,2271.6365,1562.0258,344,859.66669,0,0.025008,0
1,0,0,1,0,2194.7104,776.07721,2500,2500,0,0.885696,0
0,0,0,0,0,4975.1904,2842.3052,5300,7300,0,0.041721,0
26,0,0,0,1566.6538,2194.7104,1834.3392,274,2822.7693,0,0.033334,0
4,0,0,0,0,2194.7104,1282.4736,1300,1300,0,0.020008,0
7,0,0,0,0,2695.9167,1466.5261,0,0,0,0.020002,1
1,0,0,0,0,5373.2856,2713.5784,2900,4350,0,0.020014,1
1,0,0,1,0,2414.0129,1480.0012,0,0,1,0.6698,1
1,0,0,0,0,2414.0129,1603.7045,1600,1700,1,0.035128,0
21,0,0,0,1011.6667,2414.0129,1731.0996,1000,1000,1,0.028572,1
1,0,0,0,0,7054.0908,2342.0557,0,0,1,0.124418,1
26,0,0,0,1221.7925,3250,2217.032,274,1541.3334,1,0.025066,0
0,0,0,0,0,3833.4285,1394.3643,0,0,1,0.022254,1
20,0,0,0,0,2414.0129,1604.7626,545,2950.4761,1,0.025003,1
0,0,0,0,0,2584.3057,1491.2129,0,0,1,0.02001,0
20,0,0,0,0,2414.0129,1232.7823,545,3151.158,1,0.020011,0
19,0,0,0,0,2709.25,1402.7823,545,3151.158,1,0.020007,1
0,0,0,1,1685.0972,7250,3181.6011,4800,4800,1,0.338429,0
20,0,0,0,1221.7925,4600,2115.9778,545,3151.158,1,0.025001,1
1,0,0,0,0,3725,2231.6013,1200,1366.6666,1,0.020214,0
9,0,0,0,0,3645.9783,2000.217,4600,4600,1,0.033339,0
1,0,0,0,0,3405,1549.4003,0,0,1,0.022228,1
11,0,0,0,0,2600.1001,1470.1757,2700,2700,1,0.025016,0
20,0,0,0,0,2539.2241,1707.2079,545,3022.4761,1,0.020022,1
1,1,0,0,0,4257.25,1447.6042,1200,1333.3334,1,0.028573,0
1,0,0,0,0,3645.9783,1460.0149,6700,6700,1,0.020001,1
1,0,0,0,0,2539.2241,743.54517,2100,2100,1,0.033529,1
6,0,0,0,0,3216,1556.1458,1500,1500,1,0.02001,1
1,1,0,0,0,7138.5454,4179.3628,2700,20050,1,0.025197,0
1,0,0,0,0,2539.2241,1111.9298,0,0,1,0.275943,0
1,0,0,1,0,3725,2254.8999,7900,7900,1,0.86482,0
11,0,0,0,0,2865.0715,2110.3679,5500,5500,1,0.020016,1
12,0,0,0,0,3721.0454,1888.3917,555,5079.2104,1,0.020062,1
0,0,0,0,2407.6667,4849.4331,3432.6697,0,0,1,0.040028,1
10,0,0,0,0,3645.9783,1878.6766,1200,1200,1,0.033865,1
18,0,0,0,0,4155.6294,2023.6768,1900,1900,0,0.020051,1
1,0,0,1,2381.7429,6600,3579.6943,7900,7900,0,0.799986,0
0,0,0,1,0,6600,3024.5925,7900,7900,0,0.882958,1
1,0,0,0,0,2714.0876,1323.5415,0,0,0,0.050001,1
1,0,0,1,0,6600,2386.4629,1400,3350,0,0.865264,1
1,0,0,0,1465.4783,2714.0876,1953.0269,1900,1900,0,0.040019,0
1,0,0,0,0,2859.875,1947.8329,1300,5900,0,0.020004,0
1,0,0,1,1700,3299.4546,2584.1223,0,0,0,0.799968,0
1,1,0,0,0,7500,2766.6108,1100,5180,0,0.022311,1
1,0,0,1,0,4664.3335,1547.8889,8600,8600,0,0.426729,0
1,0,0,0,1156.1,2714.0876,1844.6831,0,0,0,0.040056,0
1,1,0,0,0,4041.0588,2325.6475,1600,1600,0,0.028895,1
0,0,0,0,0,4041.0588,1711.674,0,0,0,0.022268,1
1,0,0,0,0,2714.0876,1425.6964,0,0,0,0.440736,0
0,0,0,1,0,2837.439,1603.8307,1700,1700,0,0.409139,0
1,0,0,0,0,2714.0876,1516.829,1600,2000,0,0.050095,0
1,0,0,0,0,2714.0876,1393.1886,0,0,0,0.066667,0
0,0,0,0,0,3691.8696,1928.282,0,0,0,0.020084,0
1,1,0,0,0,6248,3251.7585,1200,2400,0,0.120677,0
1,0,0,0,0,3720.7334,1733.8823,0,0,0,0.022231,0
1,0,0,1,0,2714.0876,1260.3737,1300,1300,0,0.838595,0
1,0,0,1,0,3299.4546,1456.8683,0,0,0,0.884168,0
1,0,1,0,0,3595.5789,1454.9,0,0,0,0.249798,0
0,0,0,0,1543,4696.4546,3226.4539,9100,9100,0,0.040114,0
1,0,0,0,0,2714.0876,1048.7898,1000,1050,0,0.033334,0
0,0,0,0,975,6056.5454,3297.7375,731,1777,0,0.020008,0
16,1,0,0,894,6248,3756.3093,731,1285,0,0.02,0
1,0,0,0,0,3875.2856,2440.3948,1200,1200,0,0.040214,0
1,0,0,0,0,3070.8333,1363.3165,1300,1700,0,0.020005,0
19,0,0,0,0,3720.7334,2224.7534,545,3008.1904,0,0.020007,1
26,0,0,0,0,2850,1763.9066,1800,3666.6667,0,0.02001,1
1,0,0,0,0,3070.8333,1782.438,0,0,0,0.028581,0
1,1,0,0,0,6545.769,2740.8779,1200,9600,0,0.033334,1
0,0,0,0,2714.0876,4696.4546,3433.7095,4400,4400,0,0.050164,0
1,1,0,0,0,3144.3518,1850.3599,542,1289.8,0,0.050139,0
1,0,0,0,0,3720.7334,1627.0773,782,1491,0,0.022341,0
13,0,0,0,2400,4155.6294,3220.9363,2400,2400,0,0.033336,0
5,1,0,0,0,3144.3518,921.07898,1600,1950,0,0.025,0
14,0,0,0,0,4155.6294,2254.2695,0,0,0,0.033337,0
1,1,0,0,0,6056.5454,2364.9023,4000,4000,0,0.033349,1
1,0,0,0,0,2714.0876,1025.5168,737,1109.2,0,0.033338,0
1,0,0,0,1465.4783,2714.0876,2051.0337,482,941,0,0.066669,0
26,0,0,0,1887.75,3654.6001,2678.2415,1100,7300,0,0.028714,1
0,0,0,0,0,3720.7334,1711.6001,2300,8450,0,0.022245,0
0,1,0,0,0,3691.8696,1465.5001,1100,1100,0,0.020048,0
1,0,0,0,1200.4,6056.5454,2740.7368,25200,25200,0,0.213558,1
42,0,0,0,0,3300,1681.338,965,2127.5,0,0.033334,0
0,0,0,0,0,4696.4546,2175.0701,0,0,0,0.028687,0
1,0,0,1,0,10400,3172.7483,0,0,0,0.866661,0
9,0,1,0,0,6616.6665,2366.5786,1300,5793.3335,0,0.42673,0
0,0,0,0,0,4696.4546,2241.481,751,8825.5,0,0.138883,0
1,0,0,1,964.83331,4664.3335,2855.1482,0,0,0,0.34575,1
1,0,1,0,0,3595.5789,1642.4102,0,0,0,0.883667,1
1,0,1,0,1510.1923,3595.5789,2426.9021,1100,1100,0,0.050308,0
1,0,0,0,0,2752.7251,1783.2301,7300,7300,0,0.04031,1
1,1,0,0,0,6178.2144,2401.6035,0,0,0,0.033335,0
0,0,0,0,1133,4089.6155,2608.772,881,1756.2,0,0.214491,1
1,1,0,0,0,3786.6667,2547.4653,1600,3450,0,0.033394,0
1,0,0,0,1453.1451,5282.75,3037.073,0,0,0,0.04014,1
1,0,0,1,0,2878.25,1968.4136,0,0,0,0.839957,0
0,0,0,0,0,3302.9465,1780.0033,810,810,0,0.167519,1
1,0,0,1,2248.6279,3009.5833,2555.5073,1400,4650,0,0.799996,0
1,0,0,0,0,3283.5833,1367.5914,0,0,0,0.028665,0
1,0,0,1,0,6450,2240.3733,2500,2500,0,0.911102,0
0,0,0,0,0,3668.3333,2212.8621,0,0,0,0.025037,1
1,1,0,0,0,6407.3569,2290.0854,0,0,0,0.033335,0
1,0,0,0,0,3283.5833,2275.0933,2400,2400,0,0.025028,0
1,0,0,0,1453.1451,5282.75,3254.8279,5400,6566.6665,0,0.050043,0
0,0,1,0,0,5282.75,2503.8777,8900,8900,0,0.225485,1
1,0,1,0,2614.1853,5282.75,3765.4236,725,4336.1113,0,0.05034,1
1,0,0,0,0,5282.75,1893.2926,8000,8000,0,0.028584,0
0,0,0,0,0,2766.9565,1825.9089,1800,1800,0,0.025218,0
11,0,1,0,0,3969.2727,2843.7976,2000,3400,0,0.025142,0
1,0,0,0,0,4078.375,2233.1814,6400,6400,0,0.033401,1
10,0,1,0,0,5282.75,3137.9185,8900,8900,0,0.040094,1
1,0,0,0,0,3283.5833,1413.3734,1700,2900,0,0.405696,1
1,1,0,0,0,6407.3569,2668.8542,0,0,0,0.028581,0
0,0,0,0,0,2766.9565,1997.4392,33800,33800,0,0.025013,1
0,1,0,0,0,4600,2558.7678,3100,3100,0,0.020127,1
0,0,0,0,0,3302.9465,2433.9009,0,0,0,0.028714,0
1,0,0,0,0,2614.1853,1565.5376,2000,2000,0,0.028576,0
1,0,0,0,0,2614.1853,1433.7404,0,0,0,0.025009,1
1,0,0,1,0,2878.25,1996.6155,0,0,0,0.866665,0
1,0,0,0,0,4089.6155,2243.3372,0,0,0,0.040085,0
1,0,0,0,0,3283.5833,1457.7786,2000,2000,0,0.028634,0
17,0,1,0,0,3823.3845,2151.3994,3000,4025,0,0.025548,1
1,0,0,0,0,2614.1853,1459.4594,0,0,0,0.131652,0
1,0,0,1,0,6178.2144,2507.7571,777,1238.5,0,0.334964,0
10,0,0,0,0,4600,2558.5618,727,1363.5,0,0.282148,1
0,0,0,1,0,4089.6155,2187.8599,0,0,0,0.541591,1
13,0,0,0,0,2614.1853,1260.6891,811,811,0,0.166867,0
20,0,1,0,1472.5834,3823.3845,2283.6931,484,2914.8333,0,0.028748,0
1,1,0,0,0,6178.2144,2365.8662,1300,2300,0,0.27434,1
1,0,0,1,0,2878.25,1672.5764,0,0,0,0.743488,1
0,0,0,0,0,5694.3335,2488.9043,0,0,0,0.020089,1
0,0,0,0,0,5282.75,2471.3765,5400,7150,0,0.028624,0
1,0,0,1,1186.7778,2614.1853,2050.1985,1500,1500,0,0.732891,0
1,0,0,0,0,3283.5833,2039.0599,0,0,0,0.033366,0
1,0,0,1,0,3669.2307,1889.0408,775,775,0,0.583481,1
1,0,0,0,0,2614.1853,1333.2913,1000,1566.6666,0,0.420873,0
15,0,0,0,0,5316.5,3083.636,2400,17750,0,0.033352,0
1,0,0,1,0,2878.25,1939.9562,0,0,0,0.885713,1
1,1,0,0,0,4236,2306.6943,2500,2500,0,0.040127,0
5,0,0,0,0,3762.7896,2005.1018,0,0,0,0.040033,0
1,0,0,1,0,2958.7144,2024.7727,458,779,0,0.866661,0
0,0,0,0,0,3098.7537,1832.3549,0,0,0,0.36277,0
5,0,0,0,0,3942.76,2650.6699,3300,3300,0,0.033344,0
1,1,0,0,0,5953.8389,2493.2542,1300,1500,0,0.149936,0
1,0,0,0,0,3085.2222,2116.9773,2400,2400,0,0.028702,1
1,0,0,0,0,2971.7544,1183.9091,727,2321.1667,0,0.240002,0
1,0,0,0,0,3011.0132,1630.7919,0,0,0,0.64991,0
0,0,0,0,0,3641.5,2404.9004,4900,4900,0,0.020008,0
0,0,0,0,2295.6001,4738.5625,3213.656,10000,16400,0,0.033351,0
0,0,0,0,0,3582.8201,2548.8467,1600,2300,0,0.02501,1
1,0,0,0,1120,4051.2632,2609.4792,5400,5400,0,0.040028,0
1,0,0,0,0,4051.2632,2250.7617,2300,5533.3335,0,0.206874,0
1,0,1,0,0,3868.8,2276.0161,1600,2933.3333,0,0.836522,0
1,0,0,0,0,4051.2632,2256.0967,4200,4550,0,0.040129,1
1,0,1,0,1885,4051.2632,3103.2578,2100,2100,0,0.029034,1
1,0,0,0,0,2555.1865,1251.2578,1900,1900,0,0.020006,0
1,0,0,1,0,3747.9092,1829.5461,2800,2800,0,0.899439,0
21,0,0,0,0,3353.1001,2116.4641,7500,30200,0,0.040206,1
1,0,0,1,0,2603.1843,1763.5657,0,0,0,0.866665,0
0,0,0,0,0,3098.7537,1689.6172,3000,3000,0,0.03336,1
0,0,0,0,0,3942.76,1131.1262,0,0,0,0.378962,1
0,0,0,1,0,3582.8201,2039.6066,16500,16500,0,0.786756,1
1,0,0,1,0,4750,1978.1152,0,0,0,0.654309,0
1,0,0,0,474,2555.1865,1354.3792,0,0,0,0.040001,0
0,1,0,0,0,5953.8389,2867.97,504,504,0,0.040389,0
1,0,0,1,1150.5,2603.1843,2080.2324,0,0,0,0.866665,0
9,0,1,0,0,3868.8,2480.4324,2500,2500,0,0.028659,0
0,0,0,1,1645.3572,3098.7537,2322.3386,676,676,0,0.610041,0
0,0,0,0,0,3942.76,1633.1382,5300,5300,0,0.418865,0
0,0,0,1,0,4750,2129.8345,1900,1900,0,0.682127,0
1,0,0,1,0,4750,1744.8466,1400,1400,0,0.649935,0
1,0,0,0,0,3634.3157,1495.7017,6600,6600,0,0.124031,1
1,1,0,0,0,3576.25,1513.5542,2500,2500,0,0.025032,0
1,0,0,0,0,2603.1843,1390.4392,4300,4700,0,0.579718,0
22,0,0,0,0,2555.1865,1328.3771,1400,1400,0,0.040018,0
1,1,0,0,0,3121.4126,1404.5486,1600,1600,0,0.274304,0
21,0,0,0,0,4051.2632,2217.4609,3200,3200,0,0.033497,0
1,0,0,1,0,2603.1843,1730.6416,3600,3700,0,0.480543,0
1,0,0,1,0,4750,1995.4948,2600,11666.667,0,0.899612,1
1,1,0,0,1471.4736,3762.7896,2727.7156,0,0,0,0.050014,0
1,0,0,1,0,2555.1865,1359.7094,0,0,0,0.440562,1
10,0,0,0,0,6294.75,3031.5513,17300,17300,0,0.033355,0
1,0,0,1,1926.2375,3438.875,2473.9392,6800,7350,0,0.799986,0
1,0,0,0,0,3500,1629.4026,0,0,0,0.033335,0
1,0,0,0,0,2675.1274,1724.0552,0,0,0,0.028578,0
1,0,0,0,0,3301.6819,1861.3126,0,0,0,0.025004,0
1,0,0,0,0,3200,1662.5682,0,0,0,0.028573,0
1,0,0,0,1658.5264,2800,2248.6189,3800,3800,0,0.400383,1
13,0,0,0,0,3362.5,1576.1859,1900,1900,0,0.020007,0
0,0,0,1,0,2643.9482,1137.6038,0,0,0,0.897816,1
15,0,0,0,0,4290.6113,2610.4456,1500,6850,0,0.022293,0
1,0,0,1,1926.2375,2591.3269,2152.2939,3600,3600,0,0.733325,0
1,0,0,0,0,2948.0471,1194.1366,0,0,0,0.025139,0
9,0,0,0,2250,4024.6667,2873.5432,2400,2400,0,0.033642,0
1,0,0,0,0,2591.3269,1158.1511,0,0,0,0.040001,0
1,1,0,0,0,2971.6931,1413.8425,542,1381.125,0,0.040082,0
1,0,0,1,0,2591.3269,1855.9952,0,0,0,0.866664,1
